post_order,category,file_slug,id,slug,status,yt_title,yt_description,yt_tags,youtube_video_id,youtube_url,yt_published_date,notes
169,learn,C157_learn-schedule-c,C157,learn-schedule-c,pending,Schedule C. Where self-employed income lives.,"Schedule C. Where self-employed income lives.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,tax,glass-dark,learn,schedule",,,,5 slides
170,legacy,C24_coach-consultant,C24,coach-consultant,pending,How coaches budget sessions.,"How coaches budget sessions.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,green,coach,consultant",,,,7 slides
171,listicle,C212_list-save-10-doesnt-stick,C212,list-save-10-doesnt-stick,pending,"5 reasons ""save 10%"" never sticks.","5 reasons ""save 10%"" never sticks.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 reasons,black,list,save,doesnt,stick",,,,7 slides
172,learn,C162_learn-pyf-mistakes,C162,learn-pyf-mistakes,pending,Owner-pay mistakes most owners repeat.,"Owner-pay mistakes most owners repeat.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,mistakes,white,learn",,,,5 slides
173,legacy,C26_emergency-fund,C26,emergency-fund,pending,Three months isn't enough.,"Three months isn't enough.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass-dark,emergency,fund",,,,7 slides
174,listicle,C211_list-per-deposit-tax-benefits,C211,list-per-deposit-tax-benefits,pending,4 benefits of per-deposit tax routing.,"4 benefits of per-deposit tax routing.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,4 benefits,green,list,deposit,benefits",,,,6 slides
175,learn,C163_learn-pyf-percentage,C163,learn-pyf-percentage,pending,What % do you pick? The number you won't skip on the worst week.,"What % do you pick? The number you won't skip on the worst week.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,pyf,page,learn,percentage",,,,5 slides
176,legacy,C27_tax-set-aside,C27,tax-set-aside,pending,How much for taxes?,"How much for taxes?

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white,aside",,,,7 slides
177,listicle,C213_list-emergency-fund-zero-reasons,C213,list-emergency-fund-zero-reasons,pending,5 reasons your emergency fund stays at zero.,"5 reasons your emergency fund stays at zero.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 reasons,glass-dark,list,emergency,fund,zero,reasons",,,,7 slides
178,learn,C164_learn-owner-pay-ladder,C164,learn-owner-pay-ladder,pending,Owner pay isn't fixed. It's a ladder.,"Owner pay isn't fixed. It's a ladder.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,ladder,black,learn,owner",,,,5 slides
179,legacy,C28_1099-nec,C28,1099-nec,pending,What is a 1099-NEC?,"What is a 1099-NEC?

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white",,,,6 slides
180,listicle,C214_list-tracking-doesnt-fix-leak,C214,list-tracking-doesnt-fix-leak,pending,"5 reasons ""track everything"" doesn't fix the leak.","5 reasons ""track everything"" doesn't fix the leak.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 reasons,black,list,tracking,doesnt,leak",,,,7 slides
181,learn,C165_learn-pyf-in-debt,C165,learn-pyf-in-debt,pending,Standard advice: all-against-debt. It breaks.,"Standard advice: all-against-debt. It breaks.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,in debt,glass-dark,learn,debt",,,,5 slides
182,legacy,C34_get-out-of-debt,C34,get-out-of-debt,pending,Debt with variable income.,"Debt with variable income.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,black,debt",,,,7 slides
183,listicle,C215_list-zero-day-30-reasons,C215,list-zero-day-30-reasons,pending,5 reasons you end up at $0 on Day 30.,"5 reasons you end up at $0 on Day 30.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 reasons,glass-dark,list,zero,reasons",,,,7 slides
184,learn,C166_learn-owner-pay-account,C166,learn-owner-pay-account,pending,Owner-pay label isn't enough.,"Owner-pay label isn't enough.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,setup,glass,learn,owner,account",,,,5 slides
185,legacy,C30_bad-month-quarterly,C30,bad-month-quarterly,pending,Quarterlies due. Bad month.,"Quarterlies due. Bad month.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass-dark,month,quarterly",,,,6 slides
186,listicle,C216_list-debt-payoff-stalled,C216,list-debt-payoff-stalled,pending,5 reasons your debt payoff stalled.,"5 reasons your debt payoff stalled.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 reasons,black,list,debt,payoff,stalled",,,,7 slides
187,learn,C168_learn-grants,C168,learn-grants,pending,Free money exists. But it takes work.,"Free money exists. But it takes work.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,grants,green,learn",,,,5 slides
188,legacy,C35_credit-score,C35,credit-score,pending,Your credit in 6 slides.,"Your credit in 6 slides.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,credit,score",,,,7 slides
189,listicle,C217_list-traditional-advice-fails,C217,list-traditional-advice-fails,pending,5 reasons traditional advice fails freelancers.,"5 reasons traditional advice fails freelancers.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 reasons,glass-dark,list,traditional,advice,fails",,,,7 slides
190,learn,C167_learn-business-credit-cards,C167,learn-business-credit-cards,pending,Two flavors of business cards.,"Two flavors of business cards.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,biz cards,black,learn,business,credit,cards",,,,5 slides
191,legacy,C36_pay-yourself-first,C36,pay-yourself-first,pending,Pay yourself automatically.,"Pay yourself automatically.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,green,yourself,first",,,,7 slides
192,listicle,C218_list-reserve-never-grew,C218,list-reserve-never-grew,pending,5 reasons your reserve never grew.,"5 reasons your reserve never grew.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 reasons,black,list,reserve,never,grew",,,,7 slides
193,learn,C169_learn-personal-vs-business-credit,C169,learn-personal-vs-business-credit,pending,Personal credit follows you.,"Personal credit follows you.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,credit,white,learn,personal,business",,,,5 slides
194,legacy,C37_how-money-works,C37,how-money-works,pending,How money actually grows.,"How money actually grows.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass,money,works",,,,8 slides
195,listicle,C219_list-spend-less-not-a-plan,C219,list-spend-less-not-a-plan,pending,"4 reasons ""spend less"" isn't a plan.","4 reasons ""spend less"" isn't a plan.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,4 reasons,glass-dark,list,spend,less,plan",,,,6 slides
196,learn,C170_learn-sba-loans,C170,learn-sba-loans,pending,SBA loans: the cheapest money you can borrow.,"SBA loans: the cheapest money you can borrow.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,sba,glass,learn,loans",,,,5 slides
197,legacy,C38_business-funding,C38,business-funding,pending,Business funding. Without losing it.,"Business funding. Without losing it.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,black,business,funding",,,,7 slides
198,listicle,C220_list-reserve-beats-willpower,C220,list-reserve-beats-willpower,pending,4 reasons a reserve beats willpower.,"4 reasons a reserve beats willpower.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,4 reasons,green,list,reserve,beats,willpower",,,,6 slides
199,learn,C171_learn-fundable-business,C171,learn-fundable-business,pending,"Before applying for funding, your biz must look like one.","Before applying for funding, your biz must look like one.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,setup,page,learn,fundable,business",,,,5 slides
200,legacy,C40_built-wrong-for-you,C40,built-wrong-for-you,pending,Why apps fail you specifically.,"Why apps fail you specifically.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,white,built,wrong",,,,8 slides
201,listicle,C221_list-bills-tax-first-reasons,C221,list-bills-tax-first-reasons,pending,"4 reasons ""bills + tax first"" makes sense.","4 reasons ""bills + tax first"" makes sense.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,4 reasons,glass,list,bills,first,reasons",,,,6 slides
202,learn,C172_learn-business-credit-bureaus,C172,learn-business-credit-bureaus,pending,Personal credit has 3. Business credit has 3 too.,"Personal credit has 3. Business credit has 3 too.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,bureaus,glass-dark,learn,business,credit",,,,5 slides
203,legacy,C39_three-kinds-of-broke,C39,three-kinds-of-broke,pending,Three kinds of broke at Day 30.,"Three kinds of broke at Day 30.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,three,kinds,broke",,,,8 slides
204,listicle,C222_list-routing-beats-discipline,C222,list-routing-beats-discipline,pending,5 reasons routing beats discipline.,"5 reasons routing beats discipline.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 reasons,green,list,routing,beats,discipline",,,,7 slides
205,learn,C175_learn-pull-credit-report,C175,learn-pull-credit-report,pending,Your report isn't your score.,"Your report isn't your score.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,credit,page,learn,pull,report",,,,5 slides
206,legacy,C42_calm-month,C42,calm-month,pending,What a calm month actually feels like.,"What a calm month actually feels like.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,glass,calm,month",,,,8 slides
207,listicle,C224_list-automate-floor-reasons,C224,list-automate-floor-reasons,pending,"4 reasons ""automate the floor"" is your only job.","4 reasons ""automate the floor"" is your only job.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,4 reasons,green,list,automate,floor,reasons",,,,6 slides
208,learn,C176_learn-debt-payoff-schedule,C176,learn-debt-payoff-schedule,pending,Debt payoff: 90-day starter schedule.,"Debt payoff: 90-day starter schedule.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,payoff,black,learn,debt,schedule",,,,5 slides
209,legacy,C43_how-able-works,C43,how-able-works,pending,How Able works in 7 slides.,"How Able works in 7 slides.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,green,able,works",,,,8 slides
210,listicle,C223_list-30-day-trial-reasons,C223,list-30-day-trial-reasons,pending,4 reasons the 30-day trial works.,"4 reasons the 30-day trial works.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,4 reasons,glass,list,trial,reasons",,,,6 slides
211,learn,C173_learn-funding-roadmap,C173,learn-funding-roadmap,pending,6 months from unfundable to approved.,"6 months from unfundable to approved.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,roadmap,green,learn,funding",,,,5 slides
212,legacy,C45_how-breathing-again-works,C45,how-breathing-again-works,pending,How breathing again works.,"How breathing again works.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,breathing,again,works",,,,6 slides
213,listicle,C225_list-first-30-days-tips,C225,list-first-30-days-tips,pending,5 tips for your first 30 days with Able.,"5 tips for your first 30 days with Able.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,white,list,first,days,tips",,,,7 slides
214,learn,C177_learn-stay-out-of-debt,C177,learn-stay-out-of-debt,pending,Most people pay off debt. Then end up back in 3-5 years.,"Most people pay off debt. Then end up back in 3-5 years.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,habits,glass,learn,stay,debt",,,,5 slides
215,legacy,C44_day-1-to-90,C44,day-1-to-90,pending,Day 1 to Day 90 with Able.,"Day 1 to Day 90 with Able.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page",,,,8 slides
216,listicle,C227_list-set-floor-amount-tips,C227,list-set-floor-amount-tips,pending,5 tips for setting your floor amount.,"5 tips for setting your floor amount.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,white,list,floor,amount,tips",,,,7 slides
217,learn,C178_learn-pyf-definition,C178,learn-pyf-definition,pending,Three rules make PYF actually work.,"Three rules make PYF actually work.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,pyf,glass-dark,learn,definition",,,,5 slides
218,legacy,C46_emergency-fund-vs-reserve,C46,emergency-fund-vs-reserve,pending,Emergency fund vs reserve. What's the difference?,"Emergency fund vs reserve. What's the difference?

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,page,emergency,fund,reserve",,,,6 slides
219,listicle,C229_list-gap-between-deposits-tips,C229,list-gap-between-deposits-tips,pending,5 tips for the gap between deposits.,"5 tips for the gap between deposits.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,white,list,between,deposits,tips",,,,7 slides
220,learn,C179_learn-owner-pay-priorities,C179,learn-owner-pay-priorities,pending,Owner pay landed. Now where does it go?,"Owner pay landed. Now where does it go?

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,priorities,page,learn,owner",,,,5 slides
221,legacy,C49_five-mistakes-1099-year-one,C49,five-mistakes-1099-year-one,pending,5 mistakes 1099 workers make in year one.,"5 mistakes 1099 workers make in year one.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,swipe →,black,five,mistakes,year",,,,7 slides
222,listicle,C226_list-irregular-paycheck-tips,C226,list-irregular-paycheck-tips,pending,5 tips for irregular paycheck timing.,"5 tips for irregular paycheck timing.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,5 tips,page,list,irregular,paycheck,tips",,,,7 slides
223,learn,C180_learn-not-paying-yourself,C180,learn-not-paying-yourself,pending,Most entrepreneurs are their own last priority.,"Most entrepreneurs are their own last priority.

Built for the way you actually get paid. Floor-First Budgeting for variable income.

Try Able free for 30 days: becomeable.app/get-able

#Shorts #Budgeting #VariableIncome #Freelancer #1099 #FloorFirst #InconsistentIncome #PersonalFinance #SelfEmployed #FreelanceTok","budgeting,variable income,inconsistent income,freelancer,self employed,floor first,able app,personal finance,1099,critique,green,learn,paying,yourself",,,,5 slides
